Exercise,Short YouTube Demonstration,In-Depth YouTube Explanation,Difficulty Level,Target Muscle Group ,Prime Mover Muscle,Secondary Muscle,Tertiary Muscle,Primary Equipment ,# Primary Items,Secondary Equipment,# Secondary Items,Posture,Single or Double Arm,Continuous or Alternating Arms ,Grip,Load Position (Ending),Continuous or Alternating Legs ,Foot Elevation,Combination Exercises,Movement Pattern #1,Movement Pattern #2,Movement Pattern #3,Plane Of Motion #1,Plane Of Motion #2,Plane Of Motion #3,Body Region,Force Type,Mechanics,Laterality,Primary Exercise Classification
Double Dumbbell Overhead Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,https://youtu.be/6-K9hgU8YUI?si=eubdVXn2jNhff_kr,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,https://youtu.be/XSvx131FZ_s?feature=shared,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Knee Dominant,Anti-Lateral Flexion,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Dumbbell Goblet Curtsy Lunge,https://youtu.be/sMUQOGVrmQM?si=shRczfTH98OihNfr,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Kettlebell Horn Grip Curtsy Lunge,https://youtu.be/sb9anlSqH6w?feature=shared,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,1,None,0,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Kettlebell Goblet Curtsy Lunge,https://youtu.be/863JuZlLiA4?si=Zj6W2E1ana1MwTBv,https://youtu.be/o9dDJfqomhY?si=nZV9tpIyNBei3gUE,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,1,None,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Clubbell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Double Clubbell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Clubbell Order Contralateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Contralateral,Bodybuilding
Macebell Order Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Macebell,1,None,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Bodyweight Curtsy Lunge,https://youtu.be/cXHnXTR79Kw?si=HidnQgZQ02ZN6GNc,https://youtu.be/rUD0rPjlxdQ?si=AMHO_Tvi4Muc361n,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Bodyweight,1,None,0,Standing,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Calisthenics
Plate Overhead Curtsy Lunge,https://youtu.be/fdt3gkMNv0Y?si=Wmdlb79kZmS0oZof,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Weight Plate,1,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Sandbag Front Rack Curtsy Lunge,https://youtu.be/2DiU1YRLDQE?si=klXwkCZb6RsZjZl5,https://youtu.be/Y9lSGKJYFwY?si=aFD5teAXtSt83DvO,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Sandbag,1,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Sandbag Back Rack Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Sandbag,1,None,0,Standing,Double Arm,Continuous,Neutral,Back Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding
Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,https://youtu.be/dwL1uWmadTI?si=6anEQDI0eEoOuB0Q,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Knee Dominant,Anti-Lateral Flexion,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,https://youtu.be/yswpCMZ98OI?si=xOcXSLCrJIH3odmK,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,,https://youtu.be/8lACiuIcv_0?feature=shared,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Knee Dominant,Anti-Lateral Flexion,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Dumbbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Single Arm Clubbell Order Ipsilateral Curtsy Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Push,Compound,Ipsilateral,Bodybuilding
Ring Archer Pull Up,https://youtu.be/aFrdGmSHqFI?si=RfqnoOy6-Ppa73et,https://youtu.be/qwBErsklUno?si=-zVJHul85jMEE9oB,Advanced,Back,Latissimus Dorsi,,,Gymnastic Rings,2,None,0,Hanging,Double Arm,Alternating,Pronated,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,,,Frontal Plane,,,Upper Body,Pull,Compound,Unilateral,Calisthenics
Barbell Single Leg Bent Knee Bicep Curl,,,Advanced,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Barbell,1,None,0,Single Leg Standing,Double Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Unilateral,Bodybuilding
Bodyweight Freestanding Handstand ,https://youtu.be/E2s-D009x6E,https://youtu.be/JyyKGE-Ajs8,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,,Bodyweight,1,None,0,Inverted,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Isometric Hold,,,Sagittal Plane,,,Upper Body,Other,Compound,Bilateral,Calisthenics
Bodyweight Wall Eccentric Straddle Press Handstand,https://youtu.be/VVan0yoinV8,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,,Bodyweight,1,None,0,Inverted,Double Arm,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics
Kettlebell Horn Grip Carry,https://youtu.be/LcF_derN9KA?si=U_Cqiq6zxtQlpRhf,,Novice,Abdominals,Rectus Abdominis,,,Kettlebell,1,None,0,Walking,Double Arm,Continuous,Horn Grip,Front Rack,Alternating,No Elevation,Single Exercise,Loaded Carry,,,Sagittal Plane,,,Full Body,Other,Compound,Bilateral,Unsorted*
Kettlebell Goblet Carry,,https://youtu.be/PN8ATPtOYEE?si=zcjMbUMXIWHgX7E_,Novice,Abdominals,Rectus Abdominis,,,Kettlebell,1,None,0,Walking,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Loaded Carry,,,Sagittal Plane,,,Full Body,Other,Compound,Bilateral,Unsorted*
Dumbbell Goblet Carry,https://youtu.be/qa-CYBhvSDA?si=qbgdCK6xq_Ftfez0,https://youtu.be/9Xv_5oevuqw?si=cY6Vt15TX5V6EcvU,Novice,Abdominals,Rectus Abdominis,,,Dumbbell,1,None,0,Walking,Double Arm,Continuous,Goblet,Front Rack,Alternating,No Elevation,Single Exercise,Loaded Carry,,,Sagittal Plane,,,Full Body,Other,Compound,Bilateral,Unsorted*
Single Arm Ring Feet Elevated Row,,,Advanced,Back,Latissimus Dorsi,Biceps Brachii,,Gymnastic Rings,1,Bench (Flat),1,Supine,Single Arm,Continuous,Neutral,No Load,Continuous,Feet Elevated,Single Exercise,Horizontal Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Unilateral,Calisthenics
Double Kettlebell Dead Snatch,https://youtu.be/7KN_RrCS_EU?si=seR_4LNmjEtTdXfj,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids ,,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Single Arm Kettlebell Dead Half Snatch,,https://youtu.be/Afjg2rDHJ9Y?si=h7MYMycB-dIjcHL5,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Anterior Deltoids ,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Alternating Single Arm Kettlebell Dead Half Snatch,,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Anterior Deltoids ,Kettlebell,1,None,0,Standing,Single Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Alternating Single Arm Kettlebell Start Stop Snatch,https://youtu.be/GwxzBGhm6ac?si=vrTFU3w6T1NGn8DM,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids ,,Kettlebell,1,None,0,Standing,Single Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Single Arm Kettlebell Start Stop Snatch,https://youtu.be/BpwgvVjQXiw?si=SPwizx5lirRdfFmX,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids ,,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Double Kettlebell Start Stop Snatch,,,Intermediate,Glutes,Gluteus Maximus,Anterior Deltoids ,,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Single Arm Kettlebell Start Stop Swing,https://youtu.be/djCYBs70KLE?si=JiYJei8Eqv-UiCG7,https://youtu.be/fvwlIUW04hg?si=A2DjFOuq2Sw-6TW_,Novice,Glutes,Gluteus Maximus,,,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Alternating Single Arm Kettlebell Start Stop Swing,https://youtu.be/3Xhy3dz61to?si=8lmx3c2FvDHq6Zy5,,Novice,Glutes,Gluteus Maximus,,,Kettlebell,1,None,0,Standing,Single Arm,Alternating,Pronated,Other,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Double Kettlebell Start Stop Swing,https://youtu.be/sS-bxWAoPWk?si=zgyeJNYUfOuTOFyj,https://youtu.be/0EgT__MDZR8?si=rWcHJ2d9m_LxpJuW,Novice,Glutes,Gluteus Maximus,,,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Ring L Sit Pull Up,https://youtu.be/Aa9U0XNNBfU,,Advanced,Back,Latissimus Dorsi,Biceps Brachii,Rectus Abdominis,Gymnastic Rings,2,None,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,Isometric Hold,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics
Suspension Skater Jump,https://youtu.be/Y8Wn_vTZFFg?si=AtpqJfd4OVnOo7ZO,,Intermediate,Abductors,Gluteus Medius,Adductor Magnus,,Suspension Trainer,1,None,0,Single Leg Standing,Double Arm,Continuous,Neutral,No Load,Alternating,No Elevation,Single Exercise,Unsorted*,,,Frontal Plane,,,Lower Body,Push,Compound,Unilateral,Plyometric
Double Kettlebell Start Stop Clean,https://youtu.be/SaBcgeWdynY?si=VUGBebh0ht8z7ISy,,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Single Arm Kettlebell Start Stop Clean,https://youtu.be/SLm1ou6-SLM?feature=shared,https://youtu.be/r1b8btVfk6w?si=mdFerl1Ftrhe1hjd,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Alternating Single Arm Kettlebell Start Stop Clean,https://youtu.be/_OtZfks5rfU?si=iwf-Hc6P6vZ3ke6I,,Intermediate,Glutes,Gluteus Maximus,,,Kettlebell,1,None,0,Standing,Single Arm,Alternating,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Clubbell Staggered Stance Rotational Swing,,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Gluteus Maximus,Clubbell,1,None,0,Staggered Stance,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Bilateral,Unsorted*
Clubbell Staggered Stance Rotational Clean,,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Gluteus Maximus,Clubbell,1,None,0,Staggered Stance,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Bilateral,Unsorted*
Clubbell Staggered Stance Rotational Clean to Forward Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Obliques,Clubbell,1,None,0,Staggered Stance,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Full Body,Other,Compound,Bilateral,Unsorted*
Ring Bulgarian Pull Up,https://youtu.be/Xk0GovwG8Go,https://youtu.be/ek9in7TOqjs,Advanced,Back,Latissimus Dorsi,Biceps Brachii,,Gymnastic Rings,2,None,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics
Ring Bulgarian L Sit Pull Up,https://youtu.be/3U86aaJuyRs,,Advanced,Back,Latissimus Dorsi,Biceps Brachii,,Gymnastic Rings,2,None,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics
Single Arm Landmine Split Snatch,https://youtu.be/RzeAb6wnMsk?si=aedjaQmoWjF7IB75,https://youtu.be/6My_MnlhTGU?si=Dxln5c_mwBhxUokl,Advanced,Shoulders,Anterior Deltoids,Gluteus Maximus,,Landmine,1,None,0,Staggered Stance,Single Arm,Continuous,Neutral,Overhead,Alternating,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Unsorted*
Double Dumbbell Hang Power Clean,https://youtu.be/_1Tp01g9ciU?si=NTgkT4x59EZyPH9T,,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Single Arm Barbell Bicep Curl,https://youtu.be/NQ53MadCtW0,,Advanced,Biceps,Biceps Brachii,Brachialis,Brachioradialis,Barbell,1,None,0,Standing,Single Arm,Continuous,Supinated,Other,Continuous,No Elevation,Single Exercise,Elbow Flexion,,,Sagittal Plane,,,Upper Body,Pull,Isolation,Unilateral,Bodybuilding
Ring False Grip Pull Up,https://youtu.be/7zn_K1omwQs,https://youtu.be/dKSQFLBe4o0?feature=shared,Advanced,Back,Latissimus Dorsi,,,Gymnastic Rings,2,None,0,Hanging,Double Arm,Continuous,False Grip,No Load,Continuous,No Elevation,Single Exercise,Vertical Pull,,,Sagittal Plane,,,Upper Body,Pull,Compound,Bilateral,Calisthenics
Slider Kettlebell Goblet Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Adductor Magnus,Sliders,1,Kettlebell,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Frontal Plane,,,Lower Body,Other,Compound,Unilateral,Bodybuilding
Ring Feet Elevated Pike Push Up,https://youtu.be/T7F6-FEmvrs,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,,Gymnastic Rings,2,Bench (Flat),1,Inverted,Double Arm,Continuous,Neutral,No Load,Continuous,Feet Elevated,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Calisthenics
Single Arm Landmine Split Clean,https://youtu.be/tDKju5qmxOM?si=j82cBg7j8A8GUsiV,https://youtu.be/X3Pe8IHTavA?si=xbfG5Os4grSyPxVe,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Obliques,Landmine,1,None,0,Staggered Stance,Single Arm,Continuous,Neutral,Other,Alternating,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Unsorted*
Double Dumbbell Squat Clean,https://youtu.be/SYxObzJ3gn0?si=MxNFujZbMP9ff4gw,https://youtu.be/5qzIQJUIwKk?si=CY_fvTbF-CbG9QgM,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Double Dumbbell Hang Squat Clean,https://youtu.be/lYo3ofjjUKI?si=6bwkgshNWDvWIlQc,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,,Dumbbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Single Arm Landmine Split Jerk,https://youtu.be/J4MJUcilrmo?si=4cbvgzB0vHx2Gb3e,,Advanced,Shoulders,Anterior Deltoids,,,Landmine,1,None,0,Staggered Stance,Single Arm,Continuous,Neutral,Other,Alternating,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Unsorted*
Single Arm Kettlebell Ipsilateral Forward Lunge Snatch,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Anterior Deltoids,Kettlebell,1,None,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Knee Dominant,Hip Hinge,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Ipsilateral,Ballistics
Clubbell Hammer Swing,https://youtu.be/8gLU9bNm4TE?si=4FnpId_WJCijmDqW,https://youtu.be/Zk_uT6dHfFM?si=9gx2NoRe2hquzwXj,Intermediate,Abdominals,Obliques,Anterior Deltoids,,Clubbell,1,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
Single Arm Clubbell Hammer Swing,,,Intermediate,Abdominals,Obliques,Anterior Deltoids,,Clubbell,1,None,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics
Double Clubbell Hammer Swing,,,Intermediate,Abdominals,Obliques,Anterior Deltoids,,Clubbell,2,None,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Rotational,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Bilateral,Ballistics
